server_time,device_type,session_id,user_id,item_id
2018-10-15 09:03:00,android,606122,959,45250
2018-10-15 09:03:00,android,1044255,60105,126451
2018-10-15 09:03:00,android,121691,2430,12774
2018-10-15 09:03:00,android,694842,83048,55684
2018-10-15 09:03:00,android,104628,66973,99981
2018-10-15 09:03:00,android,288112,33936,2723
2018-10-15 09:03:00,android,861741,31596,74430
2018-10-15 09:03:00,android,1079134,52460,126451
2018-10-15 09:03:00,android,9643,2014,72824
2018-10-15 09:03:00,android,135421,50931,99617
2018-10-15 09:03:00,android,622620,90758,4436
2018-10-15 09:03:00,android,135421,50931,97886
2018-10-15 09:04:00,android,1075632,5859,6016
2018-10-15 09:04:00,android,864198,3570,24383
2018-10-15 09:04:00,android,697157,76951,17163
2018-10-15 09:04:00,android,445370,3295,9209
2018-10-15 09:04:00,android,391,4015,24256
2018-10-15 09:04:00,android,177232,1637,41424
2018-10-15 09:04:00,android,135421,50931,6782
2018-10-15 09:04:00,android,135421,50931,118667
2018-10-15 09:04:00,android,634927,24208,94163
2018-10-15 09:04:00,android,775677,9455,35370
2018-10-15 09:04:00,android,635314,87387,1818
2018-10-15 09:04:00,android,861741,31596,103791
2018-10-15 09:04:00,android,301083,54022,31027
2018-10-15 09:04:00,android,751191,6095,115048
2018-10-15 09:04:00,android,40197,3146,86761
2018-10-15 09:04:00,android,1044255,60105,126451
2018-10-15 09:04:00,android,634927,24208,57142
2018-10-15 09:04:00,android,393684,67165,86127
2018-10-15 09:04:00,android,740570,39264,89727
2018-10-15 09:04:00,android,493336,88098,130934
2018-10-15 09:04:00,android,480491,18527,55495
2018-10-15 09:04:00,android,717007,71790,17578
2018-10-15 09:04:00,android,288112,33936,2723
2018-10-15 09:05:00,android,288112,33936,42269
2018-10-15 09:05:00,android,135421,50931,6782
2018-10-15 09:05:00,android,178615,59669,69856
2018-10-15 09:05:00,android,976018,23824,84633
2018-10-15 09:05:00,android,973343,40905,35370
2018-10-15 09:05:00,android,864198,3570,24383
2018-10-15 09:05:00,android,363402,31277,107470
2018-10-15 09:05:00,android,622620,90758,97754
2018-10-15 09:05:00,android,478614,4735,120286
2018-10-15 09:05:00,android,301083,54022,4079
2018-10-15 09:05:00,android,414775,5079,109619
2018-10-15 09:05:00,android,301083,54022,31027
2018-10-15 09:05:00,android,135421,50931,99617
2018-10-15 09:05:00,android,547409,23729,99563
2018-10-15 09:05:00,android,1008833,86751,50390
2018-10-15 09:05:00,android,135421,50931,4438
2018-10-15 09:05:00,android,818733,78329,84347
2018-10-15 09:05:00,android,378938,52112,123894
2018-10-15 09:05:00,android,711678,65595,81191
2018-10-15 09:05:00,android,488259,25061,100372
2018-10-15 09:05:00,android,863024,24406,113905
2018-10-15 09:05:00,android,624535,56996,51914
2018-10-15 09:05:00,android,624535,56996,51914
2018-10-15 09:05:00,android,697157,76951,118477
2018-10-15 09:05:00,android,480491,18527,95249
2018-10-15 09:05:00,android,206370,26469,86868
2018-10-15 09:05:00,android,740570,39264,63660
2018-10-15 09:05:00,android,445370,3295,9209
2018-10-15 09:05:00,android,634927,24208,19472
2018-10-15 09:05:00,android,606122,959,56788
2018-10-15 09:05:00,android,993511,58963,28729
2018-10-15 09:05:00,android,536594,73406,47064
2018-10-15 09:05:00,android,600287,50276,10961
2018-10-15 09:05:00,android,363402,31277,24832
2018-10-15 09:05:00,android,585270,82045,66832
2018-10-15 09:05:00,android,606122,959,45250
2018-10-15 09:06:00,android,651912,81808,29260
2018-10-15 09:06:00,android,135421,50931,127958
2018-10-15 09:06:00,android,717852,6378,47717
2018-10-15 09:06:00,android,740570,39264,81504
2018-10-15 09:06:00,android,712208,27170,6724
2018-10-15 09:06:00,android,712208,27170,51872
2018-10-15 09:06:00,android,414136,28913,10533
2018-10-15 09:06:00,android,178615,59669,41955
2018-10-15 09:06:00,android,551036,54422,94171
2018-10-15 09:06:00,android,968494,18660,119516
2018-10-15 09:06:00,android,620723,64356,17237
2018-10-15 09:06:00,android,551036,54422,62364
2018-10-15 09:06:00,android,1039730,76251,85162
2018-10-15 09:06:00,android,1044255,60105,126451
2018-10-15 09:06:00,android,697157,76951,88070
2018-10-15 09:06:00,android,1008833,86751,101750
2018-10-15 09:06:00,android,509533,19447,126451
2018-10-15 09:06:00,android,848593,11356,107443
2018-10-15 09:06:00,android,1067677,62952,51528
2018-10-15 09:06:00,android,276020,1236,65903
2018-10-15 09:06:00,android,180899,4975,59316
2018-10-15 09:06:00,android,363402,31277,39381
2018-10-15 09:06:00,android,1056528,63391,14717
2018-10-15 09:06:00,android,968494,18660,84704
2018-10-15 09:06:00,android,876311,35913,116970
2018-10-15 09:06:00,android,585270,82045,79885
2018-10-15 09:06:00,android,976018,23824,41416
2018-10-15 09:06:00,android,876311,35913,79266
2018-10-15 09:06:00,android,606122,959,56788
2018-10-15 09:06:00,android,622620,90758,97754
2018-10-15 09:06:00,android,787065,29668,6779
2018-10-15 09:06:00,android,990874,38966,42930
2018-10-15 09:06:00,android,1081953,58353,102504
2018-10-15 09:06:00,android,421891,2128,107846
2018-10-15 09:06:00,android,534690,69296,76404
2018-10-15 09:06:00,android,288112,33936,42032
2018-10-15 09:06:00,android,180899,4975,59316
2018-10-15 09:07:00,android,317546,30462,66263
2018-10-15 09:07:00,android,445370,3295,9209
2018-10-15 09:07:00,android,180775,85085,84633
2018-10-15 09:07:00,android,712208,27170,72204
2018-10-15 09:07:00,android,620723,64356,49192
2018-10-15 09:07:00,android,52354,75898,84482
2018-10-15 09:07:00,android,30515,79073,54546
2018-10-15 09:07:00,android,551036,54422,61642
2018-10-15 09:07:00,android,421891,2128,11962
2018-10-15 09:07:00,android,976018,23824,45613
2018-10-15 09:07:00,android,111917,50539,130161
2018-10-15 09:07:00,android,1061967,22939,10497
2018-10-15 09:07:00,android,111917,50539,130161
2018-10-15 09:07:00,android,904221,55063,97754
2018-10-15 09:07:00,android,740570,39264,101612
2018-10-15 09:07:00,android,600287,50276,10961
2018-10-15 09:07:00,android,833544,20597,92296
2018-10-15 09:07:00,android,740570,39264,115468
2018-10-15 09:07:00,android,228241,49350,67995
2018-10-15 09:07:00,android,717007,71790,104525
2018-10-15 09:07:00,android,1008833,86751,82277
2018-10-15 09:07:00,android,551036,54422,62364
2018-10-15 09:07:00,android,712208,27170,51872
2018-10-15 09:07:00,android,478614,4735,88660
2018-10-15 09:07:00,android,694842,83048,108274
2018-10-15 09:07:00,android,624535,56996,70670
2018-10-15 09:07:00,android,717852,6378,56298
2018-10-15 09:07:00,android,621947,61704,22105
2018-10-15 09:07:00,android,363402,31277,107470
2018-10-15 09:07:00,android,712208,27170,40452
2018-10-15 09:07:00,android,595794,54957,22859
2018-10-15 09:07:00,android,534690,69296,86410
2018-10-15 09:08:00,android,516232,71394,97754
2018-10-15 09:08:00,android,717852,6378,47717
2018-10-15 09:08:00,android,534690,69296,86410
2018-10-15 09:08:00,android,180775,85085,84633
2018-10-15 09:08:00,android,22309,23605,31638
2018-10-15 09:08:00,android,378938,52112,74618
2018-10-15 09:08:00,android,317546,30462,119968
2018-10-15 09:08:00,android,1032394,36462,27992
2018-10-15 09:08:00,android,551036,54422,61642
2018-10-15 09:08:00,android,580270,697,59086
2018-10-15 09:08:00,android,565187,80611,48887
2018-10-15 09:08:00,android,782477,14797,13139
2018-10-15 09:08:00,android,740570,39264,6862
2018-10-15 09:08:00,android,58445,76152,95823
2018-10-15 09:08:00,android,726016,31471,98592
2018-10-15 09:08:00,android,605423,40910,66988
2018-10-15 09:08:00,android,1008833,86751,130572
2018-10-15 09:08:00,android,782477,14797,97075
2018-10-15 09:08:00,android,580270,697,88660
2018-10-15 09:08:00,android,534690,69296,87872
2018-10-15 09:08:00,android,215865,86944,73049
2018-10-15 09:08:00,android,124406,11859,125684
2018-10-15 09:08:00,android,534690,69296,30402
2018-10-15 09:08:00,android,909080,64746,57465
2018-10-15 09:08:00,android,236208,25255,64835
2018-10-15 09:08:00,android,771279,75622,113905
2018-10-15 09:08:00,android,1061967,22939,123637
2018-10-15 09:08:00,android,580270,697,88660
2018-10-15 09:08:00,android,152326,86389,55495
2018-10-15 09:08:00,android,58445,76152,95823
2018-10-15 09:08:00,android,712208,27170,40452
2018-10-15 09:09:00,android,565187,80611,84633
2018-10-15 09:09:00,android,861895,30867,105006
2018-10-15 09:09:00,android,717007,71790,107934
2018-10-15 09:09:00,android,996961,27479,113905
2018-10-15 09:09:00,android,904221,55063,22105
2018-10-15 09:09:00,android,622620,90758,107613
2018-10-15 09:09:00,android,320054,59821,39077
2018-10-15 09:09:00,android,91967,11150,113131
2018-10-15 09:09:00,android,488259,25061,20998
2018-10-15 09:09:00,android,1039730,76251,85162
2018-10-15 09:09:00,android,421891,2128,52074
2018-10-15 09:09:00,android,547728,85311,52723
2018-10-15 09:09:00,android,516232,71394,54212
2018-10-15 09:09:00,android,635314,87387,1818
2018-10-15 09:09:00,android,1085147,62197,65515
2018-10-15 09:09:00,android,712208,27170,78289
2018-10-15 09:09:00,android,317574,87079,10379
2018-10-15 09:09:00,android,482459,348,41416
2018-10-15 09:09:00,android,317574,87079,14991
2018-10-15 09:09:00,android,973343,40905,35370
2018-10-15 09:09:00,android,622620,90758,63139
2018-10-15 09:09:00,android,528698,3416,76156
2018-10-15 09:09:00,android,547728,85311,52723
2018-10-15 09:09:00,android,1010835,33293,111678
2018-10-15 09:09:00,android,876424,39280,55495
2018-10-15 09:09:00,android,976018,23824,76982
2018-10-15 09:10:00,android,1006131,91603,55495
2018-10-15 09:10:00,android,228241,49350,112873
2018-10-15 09:10:00,android,622620,90758,107613
2018-10-15 09:10:00,android,909080,64746,57465
2018-10-15 09:10:00,android,606394,80369,57465
2018-10-15 09:10:00,android,522163,55068,15729
2018-10-15 09:10:00,android,622620,90758,97754
2018-10-15 09:10:00,android,121691,2430,53415
2018-10-15 09:10:00,android,620723,64356,17237
2018-10-15 09:10:00,android,406222,42080,106888
2018-10-15 09:10:00,android,21028,42737,57447
2018-10-15 09:10:00,android,845216,16793,47717
2018-10-15 09:10:00,android,585270,82045,44807
2018-10-15 09:10:00,android,968494,18660,19886
2018-10-15 09:10:00,android,261796,69119,55796
2018-10-15 09:10:00,android,996961,27479,84650
2018-10-15 09:10:00,android,528281,34925,55495
2018-10-15 09:10:00,android,121477,742,55495
2018-10-15 09:10:00,android,180775,85085,17418
2018-10-15 09:10:00,android,91967,11150,113131
2018-10-15 09:10:00,android,518629,81950,38389
2018-10-15 09:10:00,android,180775,85085,84633
2018-10-15 09:10:00,android,547728,85311,10379
2018-10-15 09:10:00,android,497110,69976,37363
2018-10-15 09:10:00,android,538349,59874,55495
2018-10-15 09:10:00,android,19064,40741,117553
2018-10-15 09:10:00,android,683401,61248,51914
2018-10-15 09:10:00,android,180775,85085,66263
2018-10-15 09:10:00,android,1061967,22939,123637
2018-10-15 09:10:00,android,1024073,26889,39424
2018-10-15 09:10:00,android,407409,65775,45153
2018-10-15 09:10:00,android,71684,71147,115253
2018-10-15 09:10:00,android,717007,71790,107934
2018-10-15 09:10:00,android,184334,86627,23356
2018-10-15 09:10:00,android,694842,83048,33326
2018-10-15 09:10:00,android,157382,33733,88496
2018-10-15 09:11:00,android,391,4015,84633
2018-10-15 09:11:00,android,406222,42080,55495
2018-10-15 09:11:00,android,845216,16793,127900
2018-10-15 09:11:00,android,274847,36208,66263
2018-10-15 09:11:00,android,479305,28655,14991
2018-10-15 09:11:00,android,976018,23824,123731
2018-10-15 09:11:00,android,622620,90758,76404
2018-10-15 09:11:00,android,1008833,86751,130572
2018-10-15 09:11:00,android,528698,3416,76156
2018-10-15 09:11:00,android,71684,71147,79586
2018-10-15 09:11:00,android,164811,48475,14991
2018-10-15 09:11:00,android,378954,66376,61874
2018-10-15 09:11:00,android,536594,73406,6595
2018-10-15 09:11:00,android,488259,25061,40094
2018-10-15 09:11:00,android,659251,30796,127588
2018-10-15 09:11:00,android,620723,64356,17237
2018-10-15 09:11:00,android,845216,16793,77164
2018-10-15 09:11:00,android,528698,3416,37011
2018-10-15 09:11:00,android,694842,83048,104025
2018-10-15 09:11:00,android,694842,83048,71168
2018-10-15 09:11:00,android,548515,44070,86882
2018-10-15 09:11:00,android,712208,27170,87120
2018-10-15 09:11:00,android,996961,27479,113905
2018-10-15 09:11:00,android,996961,27479,84650
2018-10-15 09:11:00,android,320054,59821,5413
2018-10-15 09:11:00,android,466124,91259,27461
2018-10-15 09:11:00,android,421891,2128,24216
2018-10-15 09:11:00,android,378954,66376,77164
2018-10-15 09:11:00,android,228241,49350,100340
2018-10-15 09:11:00,android,180775,85085,110848
2018-10-15 09:12:00,android,184334,86627,54757
2018-10-15 09:12:00,android,1061967,22939,93754
2018-10-15 09:12:00,android,378954,66376,127900
2018-10-15 09:12:00,android,19064,40741,77687
2018-10-15 09:12:00,android,544476,4638,4079
2018-10-15 09:12:00,android,1008833,86751,119405
2018-10-15 09:12:00,android,421891,2128,105221
2018-10-15 09:12:00,android,317574,87079,36501
2018-10-15 09:12:00,android,421891,2128,28681
2018-10-15 09:12:00,android,384927,30758,45918
2018-10-15 09:12:00,android,968494,18660,100805
2018-10-15 09:12:00,android,71684,71147,115253
2018-10-15 09:12:00,android,478247,22672,68615
2018-10-15 09:12:00,android,1024073,26889,39424
2018-10-15 09:12:00,android,21028,42737,114151
2018-10-15 09:12:00,android,228241,49350,58082
2018-10-15 09:12:00,android,164811,48475,14991
2018-10-15 09:12:00,android,1050133,32105,64295
2018-10-15 09:12:00,android,536594,73406,6291
2018-10-15 09:12:00,android,697157,76951,62579
2018-10-15 09:12:00,android,337366,78089,77164
2018-10-15 09:12:00,android,255457,3447,46503
2018-10-15 09:12:00,android,906150,38400,104120
2018-10-15 09:12:00,android,384927,30758,80731
2018-10-15 09:12:00,android,683401,61248,51914
2018-10-15 09:12:00,android,215865,86944,1283
2018-10-15 09:12:00,android,1008833,86751,34578
2018-10-15 09:12:00,android,859373,46162,2219
2018-10-15 09:12:00,android,337366,78089,127900
2018-10-15 09:12:00,android,528281,34925,55495
2018-10-15 09:12:00,android,161065,87769,106918
2018-10-15 09:12:00,android,419741,64089,127900
2018-10-15 09:12:00,android,437498,64833,55495
2018-10-15 09:12:00,android,1039730,76251,34110
2018-10-15 09:12:00,android,157382,33733,56209
2018-10-15 09:12:00,android,241069,34752,22105
2018-10-15 09:13:00,android,809891,81843,55495
2018-10-15 09:13:00,android,906150,38400,88131
2018-10-15 09:13:00,android,1061460,46405,31638
2018-10-15 09:13:00,android,590796,17091,113905
2018-10-15 09:13:00,android,938849,31575,13400
2018-10-15 09:13:00,android,277080,39615,61874
2018-10-15 09:13:00,android,1061967,22939,55918
2018-10-15 09:13:00,android,376348,64171,31638
2018-10-15 09:13:00,android,825538,64296,39219
2018-10-15 09:13:00,android,958454,17938,22387
2018-10-15 09:13:00,android,1010835,33293,111678
2018-10-15 09:13:00,android,1010835,33293,75146
2018-10-15 09:13:00,android,585270,82045,131433
2018-10-15 09:13:00,android,694842,83048,101742
2018-10-15 09:13:00,android,421891,2128,28681
2018-10-15 09:13:00,android,480491,18527,95249
2018-10-15 09:13:00,android,686826,83376,55495
2018-10-15 09:13:00,android,1038392,24743,46245
2018-10-15 09:13:00,android,733957,25134,106888
2018-10-15 09:13:00,android,845216,16793,61874
2018-10-15 09:13:00,android,52354,75898,13895
2018-10-15 09:13:00,android,215865,86944,50694
2018-10-15 09:13:00,android,192944,15174,55495
2018-10-15 09:13:00,android,70555,10121,97754
2018-10-15 09:13:00,android,184334,86627,63293
2018-10-15 09:13:00,android,157382,33733,94817
2018-10-15 09:13:00,android,479305,28655,14991
2018-10-15 09:13:00,android,228241,49350,51335
2018-10-15 09:14:00,android,622620,90758,76404
2018-10-15 09:14:00,android,876424,39280,61687
2018-10-15 09:14:00,android,70555,10121,16239
2018-10-15 09:14:00,android,683401,61248,104487
2018-10-15 09:14:00,android,683401,61248,35650
2018-10-15 09:14:00,android,1040175,8694,55495
2018-10-15 09:14:00,android,705192,91102,98728
2018-10-15 09:14:00,android,585270,82045,131433
2018-10-15 09:14:00,android,976018,23824,103791
2018-10-15 09:14:00,android,91967,11150,113131
2018-10-15 09:14:00,android,421891,2128,105221
2018-10-15 09:14:00,android,378954,66376,127900
2018-10-15 09:14:00,android,261796,69119,99955
2018-10-15 09:14:00,android,906150,38400,88131
2018-10-15 09:14:00,android,320054,59821,39077
2018-10-15 09:14:00,android,712208,27170,72204
2018-10-15 09:14:00,android,236208,25255,64835
2018-10-15 09:14:00,android,694842,83048,101742
2018-10-15 09:14:00,android,8586,22680,12533
2018-10-15 09:14:00,android,590796,17091,425
2018-10-15 09:14:00,android,255457,3447,46503
2018-10-15 09:14:00,android,909080,64746,57465
2018-10-15 09:14:00,android,1050133,32105,82925
2018-10-15 09:14:00,android,806188,15717,130733
2018-10-15 09:14:00,android,1061967,22939,93754
2018-10-15 09:14:00,android,511764,69338,425
2018-10-15 09:14:00,android,511764,69338,425
2018-10-15 09:14:00,android,173173,20674,97169
2018-10-15 09:14:00,android,1061967,22939,33987
2018-10-15 09:14:00,android,191296,87400,127900
2018-10-15 09:14:00,android,488259,25061,117902
2018-10-15 09:14:00,android,216424,9793,90815
2018-10-15 09:14:00,android,865918,31181,92296
2018-10-15 09:14:00,android,522030,85763,52723
2018-10-15 09:14:00,android,164811,48475,92296
2018-10-15 09:14:00,android,184334,86627,75146
2018-10-15 09:15:00,android,419107,37308,39211
2018-10-15 09:15:00,android,421891,2128,55495
2018-10-15 09:15:00,android,906150,38400,88131
2018-10-15 09:15:00,android,825538,64296,119382
2018-10-15 09:15:00,android,105729,73389,82814
2018-10-15 09:15:00,android,711678,65595,83201
2018-10-15 09:15:00,android,12465,68105,79328
2018-10-15 09:15:00,android,622620,90758,76404
2018-10-15 09:15:00,android,157382,33733,37336
2018-10-15 09:15:00,android,958454,17938,82316
2018-10-15 09:15:00,android,91967,11150,77656
2018-10-15 09:15:00,android,712208,27170,51872
2018-10-15 09:15:00,android,1050133,32105,64295
2018-10-15 09:15:00,android,590796,17091,51914
2018-10-15 09:15:00,android,27921,33316,113905
2018-10-15 09:15:00,android,862011,15319,54546
2018-10-15 09:15:00,android,414775,5079,88496
2018-10-15 09:15:00,android,1061967,22939,55918
2018-10-15 09:15:00,android,741974,23401,92296
2018-10-15 09:15:00,android,711305,54262,84650
2018-10-15 09:15:00,android,1050133,32105,125232
2018-10-15 09:15:00,android,876424,39280,86630
2018-10-15 09:15:00,android,331549,61260,55495
2018-10-15 09:15:00,android,331549,61260,55495
2018-10-15 09:15:00,android,331549,61260,55495
2018-10-15 09:15:00,android,976018,23824,113387
2018-10-15 09:15:00,android,121691,2430,46038
2018-10-15 09:15:00,android,252355,50217,94386
2018-10-15 09:15:00,android,919647,47738,99270
2018-10-15 09:16:00,android,982696,68067,116920
2018-10-15 09:16:00,android,208233,40106,94386
2018-10-15 09:16:00,android,478247,22672,88998
2018-10-15 09:16:00,android,525590,82746,30048
2018-10-15 09:16:00,android,604953,37478,116388
2018-10-15 09:16:00,android,12465,68105,79328
2018-10-15 09:16:00,android,604953,37478,42764
2018-10-15 09:16:00,android,809891,81843,55495
2018-10-15 09:16:00,android,591268,25464,52699
2018-10-15 09:16:00,android,600601,56063,55495
2018-10-15 09:16:00,android,806188,15717,104893
2018-10-15 09:16:00,android,643475,21924,31638
2018-10-15 09:16:00,android,47954,85094,89360
2018-10-15 09:16:00,android,47954,85094,89360
2018-10-15 09:16:00,android,320054,59821,42881
2018-10-15 09:16:00,android,600601,56063,55495
2018-10-15 09:16:00,android,91967,11150,77656
2018-10-15 09:16:00,android,585270,82045,129534
2018-10-15 09:16:00,android,833706,20936,127294
2018-10-15 09:16:00,android,421891,2128,28681
2018-10-15 09:16:00,android,21028,42737,101354
2018-10-15 09:16:00,android,317574,87079,11437
2018-10-15 09:16:00,android,437712,84634,85108
2018-10-15 09:16:00,android,419107,37308,42222
2018-10-15 09:16:00,android,488259,25061,76926
2018-10-15 09:16:00,android,419107,37308,86732
2018-10-15 09:16:00,android,876424,39280,112881
2018-10-15 09:16:00,android,1010835,33293,68614
2018-10-15 09:16:00,android,865918,31181,92296
2018-10-15 09:16:00,android,263782,63760,121586
2018-10-15 09:16:00,android,726016,31471,70113
2018-10-15 09:16:00,android,317574,87079,31638
2018-10-15 09:16:00,android,620723,64356,9908
2018-10-15 09:16:00,android,1945,7144,3942
2018-10-15 09:16:00,android,1074139,84444,31638
2018-10-15 09:16:00,android,726016,31471,109154
2018-10-15 09:16:00,android,577065,45774,51939
2018-10-15 09:16:00,android,511764,69338,425
2018-10-15 09:16:00,android,522163,55068,15729
2018-10-15 09:16:00,android,261387,55471,86127
2018-10-15 09:16:00,android,84828,6582,66263
